postal_code,street,house_numbers,city,area,neighborhood,municipality,province
3194EA,Marthalaan,1 t/m 39,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194EB,Marthalaan,41 t/m 93,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194EC,Marthalaan,101 t/m 139,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194ED,Marthalaan,141 t/m 227,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194EH,Marthalaan,2 t/m 46,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194EK,Marthalaan,148 t/m 160,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GA,Don Carloshof,1 t/m 39,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GB,Don Carloshof,2 t/m 42,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GH,Falstaffstraat,2 t/m 28,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GJ,Manonstraat,13 t/m 13,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GK,Manonstraat,12 t/m 34,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GL,Manonstraat,40 t/m 94,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GN,Othelloweg,3 t/m 7,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GR,Othelloweg,151 t/m 379,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194GS,Othelloweg,8 t/m 170,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HA,Troubadourlaan,1 t/m 23,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HB,Troubadourlaan,51 t/m 75,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HC,Troubadourlaan,89 t/m 113,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HD,Troubadourlaan,127 t/m 151,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HH,Troubadourlaan,2 t/m 44,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HL,Troubadourlaan,220 t/m 240,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HM,Troubadourlaan,454 t/m 500,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HN,Wilhelm Tellhof,29 t/m 45,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HS,Wilhelm Tellplaats,1 t/m 39,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HT,Wilhelm Tellplaats,4 t/m 56,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194HV,Wilhelm Tellplaats,60 t/m 98,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JA,Aïdastraat,1 t/m 25,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JC,Fauststraat,3 t/m 21,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JD,Fauststraat,115 t/m 125,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JE,Lohengrinhof,1 t/m 26,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JG,Normahof,3 t/m 21,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JH,Paljaspad,1 t/m 10,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JJ,Parelvissersstraat,3 t/m 25,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JK,Juliettepad,3 t/m 16,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JL,Parelvissersstraat,131 t/m 131,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JM,Roméopad,6 t/m 22,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JP,Rigolettostraat,3 t/m 25,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JS,Rigolettostraat,115 t/m 133,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JT,Rigolettostraat,6 t/m 28,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JW,Traviataweg,51 t/m 75,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JX,Traviataweg,2 t/m 48,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194JZ,Traviataweg,50 t/m 76,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194KA,Heersdijk,2 t/m 97,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194KB,Hoofdje,1 t/m 4,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194KC,Platte Driedijk,1 t/m 103,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194KD,Platte Drogedijk,1 t/m 103,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194KE,Platte Molendijk,1 t/m 103,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194LA,Aveling,102 t/m 110,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194NB,Karvelsedijk,4 t/m 42,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194NC,Westzijdsepad,2 t/m 32,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194ND,Zuidzijdsedijk,2 t/m 186,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194NE,Hoogvlietsekerksingel,288 t/m 438,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194TA,Noordzijdsedijk,1 t/m 176,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194TB,Nieuwe Wetering,21 t/m 280,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194TC,Oostzijdsepad,1 t/m 28,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VA,Fideliolaan,1 t/m 53,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VB,Fideliolaan,55 t/m 71,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VC,Fideliolaan,2 t/m 22,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VD,Fideliolaan,24 t/m 80,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VE,Isoldestraat,1 t/m 41,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VG,Isoldestraat,2 t/m 24,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VH,Mignonpad,1 t/m 20,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VJ,Nibelungenhof,1 t/m 31,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VK,Nibelungenhof,2 t/m 48,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VL,Oberonhof,1 t/m 27,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VM,Oberonhof,2 t/m 44,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VN,Orpheopad,1 t/m 12,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VP,Tieflandstraat,1 t/m 37,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VR,Tieflandstraat,2 t/m 64,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VS,Toverfluitstraat,1 t/m 47,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VT,Toverfluitstraat,2 t/m 42,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VV,Toverfluitstraat,44 t/m 84,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194VW,Siegfriedpad,6 t/m 52,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WB,Fledermauspad,1 t/m 59,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WC,Lokkertsemolenweg,1 t/m 322,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WE,Figarostraat,1 t/m 15,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WG,Roesalkapad,1 t/m 27,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WH,Sadkopad,1 t/m 14,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WJ,Silvanapad,1 t/m 14,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WK,Tancredipad,1 t/m 14,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WL,Turandotpad,1 t/m 13,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194WN,Nabuccostraat,8 t/m 37,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194XA,Oudelandseweg,211 t/m 285,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194XB,Oudelandseweg,202 t/m 244,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194XC,Oudelandseweg,246 t/m 284,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3194XD,Oudelandseweg,286 t/m 318,Hoogvliet Rotterdam,Hoogvliet,Hoogvliet Noord,Rotterdam,Zuid-Holland
3196KC,Butaanweg,1 t/m 233,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KC,Butaanweg,251 t/m 251,Hoogvliet Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KD,Petroleumweg,1 t/m 130,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KE,Tankhoofd,2 t/m 10,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KH,Propaanweg,18 t/m 75,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KJ,Venkelweg,64 t/m 65,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KK,Tankweg,15 t/m 15,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KK,Vondelingenweg,510 t/m 601,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KK,Venkelweg,70 t/m 70,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196KL,Vondelingenplaat,17 t/m 58,Vondelingenplaat Rotterdam,Vondelingenplaat,Vondelingenplaat,Rotterdam,Zuid-Holland
3196XH,Postbus,0 t/m 10000,Botlek Rotterdam,3196XH,3196,Rotterdam,Limburg
3196ZG,Postbus,0 t/m 10000,Botlek Rotterdam,3196ZG,3196,Rotterdam,Limburg
1718AA,Kerkepad,1 t/m 6,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AB,Herenweg,1 t/m 37,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AC,Herenweg,39 t/m 69,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AD,Herenweg,71 t/m 109,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AE,Herenweg,2 t/m 32,Hoogwoud,Wijk 01,Opmeer-Noord,Opmeer,Noord-Holland
1718AG,Herenweg,34 t/m 68,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AH,Herenweg,70 t/m 104,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AJ,Schermerlaan,1 t/m 16,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AK,Purmerlaan,1 t/m 32,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AL,Beemsterlaan,1 t/m 35,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AM,Beemsterlaan,2 t/m 24,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AN,Burgemeester Heymansstraat,1 t/m 47,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AP,Pieter Bossenstraat,1 t/m 13,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AR,Pieter Bossenstraat,14 t/m 40,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AS,'t Vóres,1 t/m 8,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AV,Korte Wuiver,1 t/m 2,Hoogwoud,Wijk 01,Aartswoud,Opmeer,Noord-Holland
1718AW,De Stolp,1 t/m 15,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AX,De Dars,1 t/m 10,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718AZ,Boenluif,1 t/m 33,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BA,Burgemeester Breebaartstraat,1 t/m 33,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BB,Burgemeester Breebaartstraat,39 t/m 71,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BC,Burgemeester Breebaartstraat,2 t/m 48,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BD,Kerkstraat,1 t/m 12,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BE,Plantsoen,1 t/m 16,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BG,Burgemeester Hoogenboomlaan,3 t/m 31,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BH,Burgemeester Hoogenboomlaan,33 t/m 57,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BJ,Burgemeester Hoogenboomlaan,2 t/m 48,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BK,Burgemeester Hoogenboomlaan,50 t/m 80,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BL,Molenstraat,1 t/m 25,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BM,Raadhuisstraat,1 t/m 16,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BP,Lindelaan,1 t/m 12,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BR,Graaf Willemstraat,3 t/m 75,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BS,Graaf Willemstraat,2 t/m 38,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BT,Groetlaan,1 t/m 32,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BV,Louisa Hedwig van Catzstraat,1 t/m 45,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BW,Louisa Hedwig van Catzstraat,47 t/m 61,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718BX,Louisa Hedwig van Catzstraat,2 t/m 36,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718CA,Radboudstraat,1 t/m 49,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718CD,Radboudstraat,2 t/m 50,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718CE,Radboudstraat,52 t/m 80,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718CG,Fuik,1 t/m 43,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718CH,Fuik,2 t/m 24,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718CJ,Kaar,1 t/m 37,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718CK,Kaar,2 t/m 44,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718DA,Oeverwal,2 t/m 58,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718DB,Oeverwal,1 t/m 133,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718DC,Kreekrug,2 t/m 22,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718DD,Kreekrug,1 t/m 31,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718DE,Bolakker,1 t/m 10,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718DG,Barnsteen,1 t/m 65,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718DH,Vuursteen,1 t/m 20,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718EA,'t Vierkant,1 t/m 47,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718EB,'t Vierkant,6 t/m 40,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718EC,Overstek,1 t/m 35,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718ED,Overstek,2 t/m 46,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718EG,Hanebalk,2 t/m 30,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718EH,Hanebalk,1 t/m 35,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718LJ,Gouwe,1 t/m 24,Hoogwoud,Wijk 00,Opmeer-Noord,Opmeer,Noord-Holland
1718LK,Gouwe,13 t/m 43,Hoogwoud,Wijk 01,Gouwe,Opmeer,Noord-Holland
1718LL,Gouwe,40 t/m 63,Hoogwoud,Wijk 01,Gouwe,Opmeer,Noord-Holland
1718LL,Korte Wuiver,3 t/m 3,Hoogwoud,Wijk 01,Gouwe,Opmeer,Noord-Holland
1718LM,Groene Wuiver,1 t/m 8,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718LN,Ooster Boekelweg,1 t/m 18,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718MB,Langereis,2 t/m 18,Hoogwoud,Wijk 01,Langereis (gedeeltelijk),Opmeer,Noord-Holland
1718MC,Langereis,19 t/m 36,Hoogwoud,Wijk 01,Langereis (gedeeltelijk),Opmeer,Noord-Holland
1718MJ,Wester Boekelweg,1 t/m 25,Hoogwoud,Wijk 01,Langereis (gedeeltelijk),Opmeer,Noord-Holland
1718MK,Wester Boekelweg,2 t/m 46,Hoogwoud,Wijk 01,Langereis (gedeeltelijk),Opmeer,Noord-Holland
1718ML,Koningspade,1 t/m 15,Hoogwoud,Wijk 00,Opmeer-Noord,Opmeer,Noord-Holland
1718MN,Koningspade,16 t/m 24,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718MP,Koningspade,25 t/m 37,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718MR,Mienakker,1 t/m 5,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718MS,De Weijver,1 t/m 8,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718PA,Dokter Poolstraat,1 t/m 39,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718PB,Dokter Poolstraat,4 t/m 38,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718PC,Dokter Poolstraat,40 t/m 74,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718PD,Dokter Poolstraat,76 t/m 112,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XA,Leeghwaterlaan,2 t/m 24,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XB,Lamoraal van Egmontstraat,1 t/m 41,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XC,Lamoraal van Egmontstraat,2 t/m 24,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XE,Dieringerlaan,1 t/m 16,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XG,Albrecht van Beierenstraat,1 t/m 33,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XH,Albrecht van Beierenstraat,35 t/m 75,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XJ,Albrecht van Beierenstraat,2 t/m 36,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XK,Albrecht van Beierenstraat,38 t/m 100,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XL,Cornelis van Mieropstraat,1 t/m 25,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XM,Berkenlaan,1 t/m 12,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XN,Essenlaan,1 t/m 14,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XP,Kastanjelaan,1 t/m 16,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XR,Beukenlaan,1 t/m 24,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XS,Charles van der Nootstraat,1 t/m 41,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XV,De Kroft,1 t/m 39,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XW,De Kroft,2 t/m 30,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718XX,De Kreil,1 t/m 8,Hoogwoud,Wijk 01,Hoogwoud,Opmeer,Noord-Holland
1718ZG,Postbus,0 t/m 10000,Hoogwoud,1718ZG,1718,Opmeer,Noord-Holland
1620AA,Postbus,0 t/m 10000,Hoorn,1620AA,1620,Hoorn,Noord-Holland
1620AB,Postbus,0 t/m 10000,Hoorn,1620AB,1620,Hoorn,Noord-Holland
1620AC,Postbus,0 t/m 10000,Hoorn,1620AC,1620,Hoorn,Noord-Holland
1620AD,Postbus,0 t/m 10000,Hoorn,1620AD,1620,Hoorn,Noord-Holland
1620AE,Postbus,0 t/m 10000,Hoorn,1620AE,1620,Hoorn,Noord-Holland
1620AG,Postbus,0 t/m 10000,Hoorn,1620AG,1620,Hoorn,Noord-Holland
1620AH,Postbus,0 t/m 10000,Hoorn,1620AH,1620,Hoorn,Noord-Holland
1620AJ,Postbus,0 t/m 10000,Hoorn,1620AJ,1620,Hoorn,Noord-Holland
1620AK,Postbus,0 t/m 10000,Hoorn,1620AK,1620,Hoorn,Noord-Holland
1620AL,Postbus,0 t/m 10000,Hoorn,1620AL,1620,Hoorn,Noord-Holland
1620AM,Postbus,0 t/m 10000,Hoorn,1620AM,1620,Hoorn,Noord-Holland
1620AN,Postbus,0 t/m 10000,Hoorn,1620AN,1620,Hoorn,Noord-Holland
1620AR,Postbus,0 t/m 10000,Hoorn,1620AR,1620,Hoorn,Noord-Holland
1620EA,Postbus,0 t/m 10000,Hoorn,1620EA,1620,Hoorn,Noord-Holland
1620EB,Postbus,0 t/m 10000,Hoorn,1620EB,1620,Hoorn,Noord-Holland
1620EC,Postbus,0 t/m 10000,Hoorn,1620EC,1620,Hoorn,Noord-Holland
1620ED,Postbus,0 t/m 10000,Hoorn,1620ED,1620,Hoorn,Noord-Holland
1620EE,Postbus,0 t/m 10000,Hoorn,1620EE,1620,Hoorn,Noord-Holland
1620EG,Postbus,0 t/m 10000,Hoorn,1620EG,1620,Hoorn,Noord-Holland
1620EH,Postbus,0 t/m 10000,Hoorn,1620EH,1620,Hoorn,Noord-Holland
1620EJ,Postbus,0 t/m 10000,Hoorn,1620EJ,1620,Hoorn,Noord-Holland
1620EK,Postbus,0 t/m 10000,Hoorn,1620EK,1620,Hoorn,Noord-Holland
1620EN,Postbus,0 t/m 10000,Hoorn,1620EN,1620,Hoorn,Noord-Holland
1620GA,Postbus,0 t/m 10000,Hoorn,1620GA,1620,Hoorn,Noord-Holland
1620GB,Postbus,0 t/m 10000,Hoorn,1620GB,1620,Hoorn,Noord-Holland
1620GC,Postbus,0 t/m 10000,Hoorn,1620GC,1620,Hoorn,Noord-Holland
1620GD,Postbus,0 t/m 10000,Hoorn,1620GD,1620,Hoorn,Noord-Holland
1620HA,Postbus,0 t/m 10000,Hoorn,1620HA,1620,Hoorn,Noord-Holland
1620HB,Postbus,0 t/m 10000,Hoorn,1620HB,1620,Hoorn,Noord-Holland
1620HC,Postbus,0 t/m 10000,Hoorn,1620HC,1620,Hoorn,Noord-Holland
1620HE,Postbus,0 t/m 10000,Hoorn,1620HE,1620,Hoorn,Noord-Holland
